FiscalQuarterYear,FiscalMonthYear,CalMonth,TxnDate,Sub_Theater,Region,ProductGroup,ProductLineCode,ORDER_TYPE,Booking_Quantity,Bookings,TOT_LIST_PR_USD_AM
2019 Q2,2019 5,Mar,3/17/2020,APJ,China,WIR,I5,ZOR,30,696.23,2111.76
2019 Q2,2019 5,Mar,3/25/2020,APJ,Hong Kong/Macau,WIR,I5,SH,73,12662.65,32872.21
2019 Q2,2019 5,Mar,03-11-2020,APJ,Hong Kong/Macau,WIR,I5,ZCRN,8,0,0
2019 Q2,2019 5,Mar,3/24/2020,APJ,Hong Kong/Macau,WIR,I5,ZOR,65,21454.09,53144.58
2019 Q2,2019 5,Mar,3/25/2020,APJ,India,WIR,I5,SH,963,244618.11,730190.81
2019 Q2,2019 5,Mar,3/22/2020,APJ,India,WIR,I5,ZCRN,82,0,0
2019 Q2,2019 5,Mar,3/19/2020,APJ,Japan,WIR,I5,SH,0,0,611503.15
2019 Q2,2019 5,Mar,2/29/2020,APJ,Japan,WIR,I5,ZCR,0,-93873.36,0
2019 Q2,2019 5,Mar,3/15/2020,APJ,Japan,WIR,I5,ZCRN,178,0,61.66
2019 Q2,2019 5,Mar,03-11-2020,APJ,Japan,WIR,I5,ZOR,38,12422.61,18173.54
2019 Q2,2019 5,Mar,3/15/2020,APJ,Japan,WIR,I5,ZRE,-2,-2471.36,-2471.36
2019 Q2,2019 5,Mar,3/21/2020,APJ,Korea,WIR,I5,SH,4645,522867.45,1148789.45
2019 Q2,2019 5,Mar,3/26/2020,APJ,Korea,WIR,I5,ZCR,0,-364.36,-1267.44
2019 Q2,2019 5,Mar,03-02-2020,APJ,Korea,WIR,I5,ZCRN,5,0,0
2019 Q2,2019 5,Mar,03-12-2020,APJ,Korea,WIR,I5,ZDR,0,1216.74,2144.83
2019 Q2,2019 5,Mar,3/19/2020,APJ,Korea,WIR,I5,ZOR,8,1054.07,2274.85
2019 Q2,2019 5,Mar,03-06-2020,APJ,Korea,WIR,I5,ZRE,-4,-811.16,-1429.89
2019 Q2,2019 5,Mar,3/22/2020,APJ,SEA & Taiwan,WIR,I5,SH,6606,1290878.62,3292444.34
2019 Q2,2019 5,Mar,3/30/2020,APJ,SEA & Taiwan,WIR,I5,ZCRN,4,0,0
2019 Q2,2019 5,Mar,3/16/2020,APJ,SEA & Taiwan,WIR,I5,ZOR,18,7803.33,16999.12
2019 Q2,2019 5,Mar,3/16/2020,APJ,South Pacific,WIR,I5,SH,789,223455.27,555872.21
2019 Q2,2019 5,Mar,03-01-2020,APJ,South Pacific,WIR,I5,ZCRN,5,0,0
2019 Q1,2019 1,Nov,11/27/2019,APJ,Hong Kong/Macau,WIRL,3P,SH,2,157.58,450.26
2019 Q1,2019 1,Nov,11-12-2019,APJ,India,WIRL,3P,SH,-4,-697.62,-1004.76
2019 Q1,2019 1,Nov,11-06-2019,APJ,India,WIRL,3P,ZOR,40,720.5,1175.13
2019 Q1,2019 1,Nov,11/21/2019,APJ,Japan,WIRL,3P,SH,0,0,33.55
2019 Q1,2019 1,Nov,11/21/2019,APJ,SEA & Taiwan,WIRL,3P,SH,169,17279.22,41545.55
2019 Q1,2019 1,Nov,11/26/2019,APJ,SEA & Taiwan,WIRL,3P,ZCRN,30,0,0
2019 Q1,2019 1,Nov,11-08-2019,APJ,SEA & Taiwan,WIRL,3P,ZOR,2,719.51,1770
2019 Q1,2019 1,Nov,11-04-2019,APJ,South Pacific,WIRL,3P,SH,46,5421.82,9747.68
2019 Q1,2019 1,Nov,11/20/2019,APJ,South Pacific,WIRL,3P,ZCRN,1,0,0
2019 Q1,2019 1,Nov,11/16/2019,APJ,China,WIRL,VL,SH,32718,2413069.98,14698651
2019 Q1,2019 1,Nov,11/27/2019,APJ,China,WIRL,VL,ZOR,1670,81537.22,470959
2019 Q1,2019 1,Nov,11-05-2019,APJ,Hong Kong/Macau,WIRL,VL,SH,2851,398813.3,1309312.01
2019 Q1,2019 1,Nov,11/19/2019,APJ,Hong Kong/Macau,WIRL,VL,ZCRN,17,0,0
2019 Q1,2019 1,Nov,11/18/2019,APJ,Hong Kong/Macau,WIRL,VL,ZOR,120,4792.03,17759.44
2019 Q1,2019 1,Nov,11-08-2019,APJ,India,WIRL,VL,SH,21017,975386.96,6721874.13
2019 Q1,2019 1,Nov,11-02-2019,APJ,India,WIRL,VL,ZOR,64,10294.4,21162.56
2019 Q1,2019 1,Nov,11-02-2019,APJ,Japan,WIRL,VL,SH,21664,2669718,9761056
2019 Q1,2019 1,Nov,11/17/2019,APJ,Japan,WIRL,VL,ZCR,0,-29697.93,-71717.44
2019 Q1,2019 1,Nov,11/27/2019,APJ,Japan,WIRL,VL,ZDR,0,21347.11,71717.44
2019 Q1,2019 1,Nov,11/18/2019,APJ,Japan,WIRL,VL,ZOR,1867,203882.52,702697.09
2019 Q1,2019 1,Nov,11-03-2019,APJ,Japan,WIRL,VL,ZRE,-4,-2640.18,-2640.18
2019 Q1,2019 1,Nov,11/18/2019,APJ,Korea,WIRL,VL,SH,4366,287214.67,1068070.81
2019 Q1,2019 1,Nov,11/14/2019,APJ,Korea,WIRL,VL,ZOR,951,94604.17,399118.07
2019 Q1,2019 1,Nov,11-07-2019,APJ,SEA & Taiwan,WIRL,VL,SH,31766,2363245.83,9236091.16
2019 Q1,2019 1,Nov,11/13/2019,APJ,SEA & Taiwan,WIRL,VL,ZCRN,6,0,0
2019 Q1,2019 1,Nov,11/29/2019,APJ,SEA & Taiwan,WIRL,VL,ZOR,1401,220837.6,772141.9
2019 Q1,2019 1,Nov,11-12-2019,APJ,South Pacific,WIRL,VL,SH,8307,1103886.01,3855676.99
2019 Q1,2019 1,Nov,11/17/2019,APJ,South Pacific,WIRL,VL,ZCRN,8,0,450.94
2019 Q1,2019 1,Nov,11/15/2019,APJ,South Pacific,WIRL,VL,ZDR,0,2751.23,10281.93
2019 Q1,2019 1,Nov,11/21/2019,APJ,South Pacific,WIRL,VL,ZOR,794,166994.3,535309.71
2019 Q1,2019 1,Nov,11-10-2019,APJ,South Pacific,WIRL,VL,ZRE,-122,-66084.24,-66084.24
2019 Q1,2019 2,Dec,12-03-2019,APJ,India,WIRL,3P,SH,51,4792.15,13601.19
2019 Q1,2019 2,Dec,12/22/2019,APJ,India,WIRL,3P,ZCR,0,-363.88,-593.49
2019 Q1,2019 2,Dec,12/21/2019,APJ,India,WIRL,3P,ZCRN,2,0,0
2019 Q1,2019 2,Dec,12/31/2019,APJ,India,WIRL,3P,ZDR,0,363.88,593.49
2019 Q1,2019 2,Dec,12/29/2019,APJ,Japan,WIRL,3P,SH,0,0,134.08
2019 Q1,2019 2,Dec,12/18/2019,APJ,Japan,WIRL,3P,ZCRN,7,-1630.73,-2550.8
2019 Q1,2019 2,Dec,12/30/2019,APJ,SEA & Taiwan,WIRL,3P,SH,157,18404.63,40226.35
2019 Q1,2019 2,Dec,12-06-2019,APJ,SEA & Taiwan,WIRL,3P,ZCRN,15,0,0
2019 Q1,2019 2,Dec,12/23/2019,APJ,SEA & Taiwan,WIRL,3P,ZOR,2,719.51,1770
2019 Q1,2019 2,Dec,12/22/2019,APJ,SEA & Taiwan,WIRL,3P,ZRE,-2,-719.51,-1770
2019 Q1,2019 2,Dec,12-10-2019,APJ,South Pacific,WIRL,3P,SH,68,4481.55,14396.89
2019 Q1,2019 2,Dec,12-06-2019,APJ,China,WIRL,VL,SH,36239,2024949.29,12949406
2019 Q1,2019 2,Dec,12-10-2019,APJ,China,WIRL,VL,ZOR,10250,549941.44,3031664
2019 Q1,2019 2,Dec,12-11-2019,APJ,Hong Kong/Macau,WIRL,VL,SH,2270,247603.6,978530.61
2019 Q1,2019 2,Dec,12-04-2019,APJ,Hong Kong/Macau,WIRL,VL,ZOR,92,10093.64,28154.72
2019 Q1,2019 2,Dec,12/13/2019,APJ,India,WIRL,VL,SH,14924,2224792.31,6971272.17
2019 Q1,2019 2,Dec,12/28/2019,APJ,India,WIRL,VL,ZCRN,5,0,0
2019 Q1,2019 2,Dec,12/19/2019,APJ,India,WIRL,VL,ZOR,1572,224765.51,500161.5
2019 Q1,2019 2,Dec,12-10-2019,APJ,Japan,WIRL,VL,SH,19992,2753558.92,10753123
2019 Q1,2019 2,Dec,12/28/2019,APJ,Japan,WIRL,VL,ZCR,0,-2394.44,0
2019 Q1,2019 2,Dec,12-05-2019,APJ,Japan,WIRL,VL,ZCRN,18,0,0
2019 Q1,2019 2,Dec,12-04-2019,APJ,Japan,WIRL,VL,ZOR,1491,168610.77,599646.79
2019 Q1,2019 2,Dec,12/13/2019,APJ,Japan,WIRL,VL,ZRE,-11,-8653.42,-8560.54
2019 Q1,2019 2,Dec,12-03-2019,APJ,Korea,WIRL,VL,SH,12415,625272.83,2671920.43
2019 Q1,2019 2,Dec,12/28/2019,APJ,Korea,WIRL,VL,ZOR,474,44542.46,154469.08
2019 Q1,2019 2,Dec,12-09-2019,APJ,SEA & Taiwan,WIRL,VL,SH,38008,2865955.09,11784148.55
2019 Q1,2019 2,Dec,12/25/2019,APJ,SEA & Taiwan,WIRL,VL,ZCRN,9,0,0
2019 Q1,2019 2,Dec,12-05-2019,APJ,SEA & Taiwan,WIRL,VL,ZDR,0,896.12,2824.24
2019 Q1,2019 2,Dec,12-05-2019,APJ,SEA & Taiwan,WIRL,VL,ZOR,2739,326974.58,1430517
2019 Q1,2019 2,Dec,12/23/2019,APJ,SEA & Taiwan,WIRL,VL,ZRE,-410,-61878.59,-230369.66
2019 Q1,2019 2,Dec,12/13/2019,APJ,South Pacific,WIRL,VL,SH,14729,2161910.95,6494813.57
2019 Q1,2019 2,Dec,12/30/2019,APJ,South Pacific,WIRL,VL,ZCRN,223,0,0
2019 Q1,2019 2,Dec,12-01-2019,APJ,South Pacific,WIRL,VL,ZOR,1420,154615.14,512048.59
2019 Q1,2019 2,Dec,12/31/2019,APJ,South Pacific,WIRL,VL,ZRE,0,0,0
2019 Q1,2019 3,Jan,1/18/2020,APJ,Hong Kong/Macau,WIRL,3P,ZCRN,6,0,0
2019 Q1,2019 3,Jan,1/21/2020,APJ,India,WIRL,3P,SH,189,16522.65,54289.43
2019 Q1,2019 3,Jan,01-08-2020,APJ,Japan,WIRL,3P,ZCRN,1,0,0
2019 Q1,2019 3,Jan,01-06-2020,APJ,Japan,WIRL,3P,ZOTM,1,0,0
2019 Q1,2019 3,Jan,01-12-2020,APJ,Korea,WIRL,3P,ZCRN,1,0,0
2019 Q1,2019 3,Jan,1/24/2020,APJ,SEA & Taiwan,WIRL,3P,SH,137,62759.45,72704.27
2019 Q1,2019 3,Jan,1/15/2020,APJ,SEA & Taiwan,WIRL,3P,ZCRN,25,-8245.38,-10737.76
2019 Q1,2019 3,Jan,1/13/2020,APJ,South Pacific,WIRL,3P,SH,52,3407.88,10836.56
2019 Q1,2019 3,Jan,01-06-2020,APJ,China,WIRL,VL,SH,21633,1377693.08,8985524
2019 Q1,2019 3,Jan,1/21/2020,APJ,China,WIRL,VL,ZOR,4926,489375.31,3046607
2019 Q1,2019 3,Jan,1/17/2020,APJ,Hong Kong/Macau,WIRL,VL,SH,13356,679983.62,2758983.89
2019 Q1,2019 3,Jan,1/17/2020,APJ,Hong Kong/Macau,WIRL,VL,ZCR,0,-1286.55,0
2019 Q1,2019 3,Jan,01-10-2020,APJ,Hong Kong/Macau,WIRL,VL,ZOR,340,62623.25,179262.67
2019 Q1,2019 3,Jan,1/22/2020,APJ,India,WIRL,VL,SH,12965,1673585.93,6356264.67
2019 Q1,2019 3,Jan,1/31/2020,APJ,India,WIRL,VL,ZCRN,54,0,0
2019 Q1,2019 3,Jan,01-08-2020,APJ,Japan,WIRL,VL,SH,27613,4139240.79,15816880.97
2019 Q1,2019 3,Jan,1/14/2020,APJ,Japan,WIRL,VL,ZCR,0,-6263.42,0
2019 Q1,2019 3,Jan,1/18/2020,APJ,Japan,WIRL,VL,ZCRN,-275,-6365.21,-15922.87
2019 Q1,2019 3,Jan,01-07-2020,APJ,Japan,WIRL,VL,ZOR,1086,181681.47,578426.03
2019 Q1,2019 3,Jan,1/14/2020,APJ,Japan,WIRL,VL,ZRE,-6,-15520.16,-15520.16
2019 Q1,2019 3,Jan,1/31/2020,APJ,Korea,WIRL,VL,SH,5464,403971.33,1719918.85
2019 Q1,2019 3,Jan,01-10-2020,APJ,Korea,WIRL,VL,ZOR,164,21204.91,74832.11
2019 Q1,2019 3,Jan,1/28/2020,APJ,SEA & Taiwan,WIRL,VL,SH,41214,3639799.59,15633950.42
2019 Q1,2019 3,Jan,01-10-2020,APJ,SEA & Taiwan,WIRL,VL,ZCRN,34,0,0
2019 Q1,2019 3,Jan,1/14/2020,APJ,SEA & Taiwan,WIRL,VL,ZOR,1273,285297.34,914037.39
2019 Q1,2019 3,Jan,1/20/2020,APJ,South Pacific,WIRL,VL,SH,11709,1442538.19,4645549.54
2019 Q1,2019 3,Jan,1/22/2020,APJ,South Pacific,WIRL,VL,ZCR,0,-1522.44,-4349.84
2019 Q1,2019 3,Jan,01-11-2020,APJ,South Pacific,WIRL,VL,ZCRN,42,0,0
2019 Q1,2019 3,Jan,01-11-2020,APJ,South Pacific,WIRL,VL,ZDR,0,2647.36,7649.42
2019 Q1,2019 3,Jan,1/24/2020,APJ,South Pacific,WIRL,VL,ZMRE,-31,0,0
2019 Q1,2019 3,Jan,1/26/2020,APJ,South Pacific,WIRL,VL,ZOR,897,182774.88,724136.36
2019 Q2,2019 4,Feb,2/22/2020,APJ,India,WIRL,3P,SH,42,4394.22,12146.4
2019 Q2,2019 4,Feb,02-12-2020,APJ,Japan,WIRL,3P,SH,1,137,943.92
2019 Q2,2019 4,Feb,2/14/2020,APJ,Japan,WIRL,3P,ZOR,1,137.31,137.31
2019 Q2,2019 4,Feb,2/13/2020,APJ,Japan,WIRL,3P,ZOTM,1,0,0
2019 Q2,2019 4,Feb,2/14/2020,APJ,SEA & Taiwan,WIRL,3P,SH,93,35695.63,41934.5
2019 Q2,2019 4,Feb,02-02-2020,APJ,SEA & Taiwan,WIRL,3P,ZCRN,4,0,0
2019 Q2,2019 4,Feb,02-09-2020,APJ,South Pacific,WIRL,3P,SH,94,7217.66,23923.9
2019 Q2,2019 4,Feb,2/21/2020,APJ,South Pacific,WIRL,3P,ZCRN,2,0,0
2019 Q2,2019 4,Feb,02-08-2020,APJ,China,WIRL,VL,SH,11202,822048.44,5239292
2019 Q2,2019 4,Feb,02-03-2020,APJ,China,WIRL,VL,ZOR,77,12335.39,38257
2019 Q2,2019 4,Feb,2/15/2020,APJ,Hong Kong/Macau,WIRL,VL,SH,15273,333333.2,1896343.4
2019 Q2,2019 4,Feb,2/27/2020,APJ,Hong Kong/Macau,WIRL,VL,ZCR,0,-907.06,0
2019 Q2,2019 4,Feb,02-04-2020,APJ,Hong Kong/Macau,WIRL,VL,ZOR,27,580.7,1721.13
2019 Q2,2019 4,Feb,02-05-2020,APJ,India,WIRL,VL,SH,15559,2076511.06,11067439.95
2019 Q2,2019 4,Feb,02-12-2020,APJ,India,WIRL,VL,ZCRN,4,0,0
2019 Q2,2019 4,Feb,02-02-2020,APJ,India,WIRL,VL,ZOR,269,141076.38,144011.4
2019 Q2,2019 4,Feb,02-02-2020,APJ,Japan,WIRL,VL,SH,20126,3037053.81,10507579
2019 Q2,2019 4,Feb,2/25/2020,APJ,Japan,WIRL,VL,ZCR,0,-1228.05,0
2019 Q2,2019 4,Feb,2/21/2020,APJ,Japan,WIRL,VL,ZCRN,8,-61.94,-77.59
2019 Q2,2019 4,Feb,2/27/2020,APJ,Japan,WIRL,VL,ZOR,1168,143919.2,441542.22
2019 Q2,2019 4,Feb,02-09-2020,APJ,Japan,WIRL,VL,ZRE,-11,-11021.31,-11021.31
2019 Q2,2019 4,Feb,02-03-2020,APJ,Korea,WIRL,VL,SH,3451,219946.6,895423.92
2019 Q2,2019 4,Feb,2/19/2020,APJ,Korea,WIRL,VL,ZOR,945,206989.28,536043.87
2019 Q2,2019 4,Feb,02-02-2020,APJ,SEA & Taiwan,WIRL,VL,SH,34373,2796407.65,13262183
2019 Q2,2019 4,Feb,02-10-2020,APJ,SEA & Taiwan,WIRL,VL,ZCR,0,-27914.64,-72289.61
2019 Q2,2019 4,Feb,2/19/2020,APJ,SEA & Taiwan,WIRL,VL,ZCRN,47,0,0
2019 Q2,2019 4,Feb,02-11-2020,APJ,SEA & Taiwan,WIRL,VL,ZDR,0,27914.64,72289.61
2019 Q2,2019 4,Feb,02-08-2020,APJ,SEA & Taiwan,WIRL,VL,ZOR,3600,156810.45,688925.72
2019 Q2,2019 4,Feb,2/19/2020,APJ,South Pacific,WIRL,VL,SH,7755,1136687.73,3700543.69
2019 Q2,2019 4,Feb,2/20/2020,APJ,South Pacific,WIRL,VL,ZCRN,22,0,0
2019 Q2,2019 4,Feb,02-07-2020,APJ,South Pacific,WIRL,VL,ZOR,384,27264.69,86733.8
2019 Q2,2019 4,Feb,02-12-2020,APJ,South Pacific,WIRL,VL,ZRE,-53,-28579.12,-71447.81
2019 Q2,2019 5,Mar,3/14/2020,APJ,China,WIRL,3P,SH,4,37.8,108
2019 Q2,2019 5,Mar,03-10-2020,APJ,Hong Kong/Macau,WIRL,3P,SH,5,393.95,1125.65
2019 Q2,2019 5,Mar,3/16/2020,APJ,India,WIRL,3P,SH,132,12856.63,38478.33
2019 Q2,2019 5,Mar,03-10-2020,APJ,India,WIRL,3P,ZCRN,22,0,0
2019 Q2,2019 5,Mar,3/23/2020,APJ,Japan,WIRL,3P,ZCR,0,-4.69,0
2019 Q2,2019 5,Mar,3/30/2020,APJ,Japan,WIRL,3P,ZCRN,9,0,0
2019 Q2,2019 5,Mar,3/30/2020,APJ,Japan,WIRL,3P,ZDR,0,11.09,0
2019 Q2,2019 5,Mar,3/27/2020,APJ,SEA & Taiwan,WIRL,3P,SH,241,27566.47,56539.23
2019 Q2,2019 5,Mar,3/23/2020,APJ,SEA & Taiwan,WIRL,3P,ZCRN,96,0,0
2019 Q2,2019 5,Mar,03-11-2020,APJ,South Pacific,WIRL,3P,SH,76,5430.08,18303.92
2019 Q2,2019 5,Mar,03-09-2020,APJ,South Pacific,WIRL,3P,ZCRN,-9,-2838.16,-4730.27
2019 Q2,2019 5,Mar,03-10-2020,APJ,South Pacific,WIRL,3P,ZOR,1,15.62,25.2
2019 Q2,2019 5,Mar,3/29/2020,APJ,China,WIRL,VL,SH,22085,1224238.19,8175903
2019 Q2,2019 5,Mar,03-04-2020,APJ,China,WIRL,VL,ZOR,17469,872188.4,5526015
2019 Q2,2019 5,Mar,3/24/2020,APJ,Hong Kong/Macau,WIRL,VL,SH,14088,616534.29,2963438.59
2019 Q2,2019 5,Mar,03-01-2020,APJ,Hong Kong/Macau,WIRL,VL,ZCR,0,-61016.89,-240974.65
2019 Q2,2019 5,Mar,3/29/2020,APJ,Hong Kong/Macau,WIRL,VL,ZDR,0,59545.2,240974.65
2019 Q2,2019 5,Mar,03-10-2020,APJ,Hong Kong/Macau,WIRL,VL,ZOR,91,12265.73,45637.1
2019 Q2,2019 5,Mar,03-09-2020,APJ,India,WIRL,VL,SH,12808,1948264.94,6089813.08
2019 Q2,2019 5,Mar,03-12-2020,APJ,India,WIRL,VL,ZCRN,9,0,0
2019 Q2,2019 5,Mar,3/22/2020,APJ,India,WIRL,VL,ZOR,88,13535.87,40062.27
2019 Q2,2019 5,Mar,3/23/2020,APJ,Japan,WIRL,VL,SH,19801,2699808.69,10205757.92
2019 Q2,2019 5,Mar,3/25/2020,APJ,Japan,WIRL,VL,ZCR,0,-14976.59,0
2019 Q2,2019 5,Mar,3/27/2020,APJ,Japan,WIRL,VL,ZCRN,241,-1727,-4317.51
2019 Q2,2019 5,Mar,3/29/2020,APJ,Japan,WIRL,VL,ZOR,455,95111.87,289886.49
2019 Q2,2019 5,Mar,3/21/2020,APJ,Japan,WIRL,VL,ZRE,-15,-11689.37,-11689.37
2019 Q2,2019 5,Mar,03-08-2020,APJ,Korea,WIRL,VL,SH,6522,747704.69,3379177.22
2019 Q2,2019 5,Mar,3/22/2020,APJ,Korea,WIRL,VL,ZOR,901,75354.71,278722.25
2019 Q2,2019 5,Mar,03-08-2020,APJ,SEA & Taiwan,WIRL,VL,SH,54136,4164753.98,17886399.34
2019 Q2,2019 5,Mar,03-03-2020,APJ,SEA & Taiwan,WIRL,VL,ZCRN,16,0,0
2019 Q2,2019 5,Mar,3/21/2020,APJ,SEA & Taiwan,WIRL,VL,ZDR,0,1122.02,1122.02
2019 Q2,2019 5,Mar,03-06-2020,APJ,SEA & Taiwan,WIRL,VL,ZOR,1838,287292.86,990927.15
2019 Q2,2019 5,Mar,2/29/2020,APJ,South Pacific,WIRL,VL,SH,11219,1243598.39,4181055.85
2019 Q2,2019 5,Mar,03-06-2020,APJ,South Pacific,WIRL,VL,ZOR,1742,185373.54,744124.32
2019 Q1,2019 1,Nov,11-09-2019,LATAM,MCA,DCS,FA,SH,2,16044.5,64178
2019 Q1,2019 1,Nov,11/27/2019,LATAM,MCA,DCS,I6,SH,6,22967.72,156180
2019 Q1,2019 1,Nov,11/29/2019,LATAM,MCA,DCS,I6,ZOR,0,20.01,20.01
2019 Q1,2019 1,Nov,11/17/2019,LATAM,Brazil,DCS,L1,ZOR,153,72363.11,106128.51
2019 Q1,2019 1,Nov,11-12-2019,LATAM,MCA,DCS,L1,SH,184,108191.4,281446
2019 Q1,2019 1,Nov,11-02-2019,LATAM,Mexico,DCS,L1,SH,8,2296.8,3480
2019 Q1,2019 1,Nov,11/15/2019,LATAM,Brazil,DCS,NT,SH,56,12190.7,42602
2019 Q1,2019 1,Nov,11/14/2019,LATAM,Brazil,DCS,NT,ZOR,241,189579.85,812889.86
2019 Q1,2019 1,Nov,11/25/2019,LATAM,MCA,DCS,NT,SH,282,148893.95,453702.25
2019 Q1,2019 1,Nov,11/24/2019,LATAM,MCA,DCS,NT,ZOR,938,568417.67,2116714.06
2019 Q1,2019 1,Nov,11-04-2019,LATAM,Mexico,DCS,NT,SH,24,12883.04,49773.83
2019 Q1,2019 1,Nov,11/13/2019,LATAM,Mexico,DCS,NT,ZOR,23,24821.18,72370.09
2019 Q1,2019 2,Dec,12-07-2019,LATAM,Brazil,DCS,1U,SH,31,30976.92,99285
2019 Q1,2019 2,Dec,12/17/2019,LATAM,MCA,DCS,I6,ZOR,38,91164.16,438700
2019 Q1,2019 2,Dec,12-05-2019,LATAM,Brazil,DCS,L1,ZOR,0,2319.95,2319.95
2019 Q1,2019 2,Dec,12/23/2019,LATAM,MCA,DCS,L1,SH,118,104376.78,155003
2019 Q1,2019 2,Dec,12-02-2019,LATAM,MCA,DCS,L1,ZOR,4,21381.52,36456
2019 Q1,2019 2,Dec,12/22/2019,LATAM,Brazil,DCS,NT,SH,245,150063.61,551496
2019 Q1,2019 2,Dec,12-09-2019,LATAM,Brazil,DCS,NT,ZOR,92,33899.15,187890.61
2019 Q1,2019 2,Dec,12-03-2019,LATAM,MCA,DCS,NT,SH,199,71813.68,298141
2019 Q1,2019 2,Dec,12-08-2019,LATAM,MCA,DCS,NT,ZOR,221,132947.52,447877.09
2019 Q1,2019 2,Dec,12-01-2019,LATAM,Mexico,DCS,NT,SH,60,34573.14,124765.82
2019 Q1,2019 2,Dec,12/14/2019,LATAM,Mexico,DCS,NT,ZCR,0,-4057.41,-14230
2019 Q1,2019 2,Dec,12/19/2019,LATAM,Mexico,DCS,NT,ZDR,0,4057.41,14230
2019 Q1,2019 2,Dec,12/16/2019,LATAM,Mexico,DCS,NT,ZOR,6,442.5,1770
2019 Q1,2019 3,Jan,01-10-2020,LATAM,Brazil,DCS,1U,SH,5,5580,18000
2019 Q1,2019 3,Jan,01-08-2020,LATAM,Brazil,DCS,1U,ZOR,3,4579.61,23512.69
2019 Q1,2019 3,Jan,1/31/2020,LATAM,MCA,DCS,1U,SH,4,6036.3,13395
2019 Q1,2019 3,Jan,01-02-2020,LATAM,Brazil,DCS,FA,ZOR,4,8791.2,39960
2019 Q1,2019 3,Jan,01-10-2020,LATAM,MCA,DCS,FA,SH,2,18078,59980
2019 Q1,2019 3,Jan,1/30/2020,LATAM,MCA,DCS,L1,SH,2,647.5,2590
2019 Q1,2019 3,Jan,1/31/2020,LATAM,MCA,DCS,L1,ZOR,0,0,0
2019 Q1,2019 3,Jan,1/18/2020,LATAM,Mexico,DCS,L1,SH,23,2676.3,4055
2019 Q1,2019 3,Jan,01-10-2020,LATAM,Brazil,DCS,NT,SH,130,65650.76,227330
2019 Q1,2019 3,Jan,1/25/2020,LATAM,Brazil,DCS,NT,ZCR,0,-113940,-113940
2019 Q1,2019 3,Jan,1/24/2020,LATAM,Brazil,DCS,NT,ZOR,295,234677.86,692662.07
2019 Q1,2019 3,Jan,1/23/2020,LATAM,MCA,DCS,NT,SH,170,103038.24,306692.2
2019 Q1,2019 3,Jan,01-08-2020,LATAM,MCA,DCS,NT,ZCR,0,-28408.11,-87798.64
2019 Q1,2019 3,Jan,01-09-2020,LATAM,MCA,DCS,NT,ZDR,0,22904.35,65785
2019 Q1,2019 3,Jan,01-11-2020,LATAM,MCA,DCS,NT,ZOR,381,166391.62,622432.08
2019 Q1,2019 3,Jan,01-01-2020,LATAM,Mexico,DCS,NT,SH,86,47731.02,160690
2019 Q1,2019 3,Jan,1/15/2020,LATAM,Mexico,DCS,NT,ZOR,78,45592.6,171880
2019 Q1,2019 3,Jan,1/19/2020,LATAM,MCA,DCS,WB,ZOR,4,20933.12,38480
2019 Q2,2019 4,Feb,02-12-2020,LATAM,MCA,DCS,L1,ZOR,8,731.52,1016
2019 Q2,2019 4,Feb,02-01-2020,LATAM,Brazil,DCS,NT,SH,100,64107.84,238468
2019 Q2,2019 4,Feb,02-12-2020,LATAM,Brazil,DCS,NT,ZOR,232,76000.29,380229.1
2019 Q2,2019 4,Feb,2/20/2020,LATAM,MCA,DCS,NT,SH,262,160797.32,544695.74
2019 Q2,2019 4,Feb,2/24/2020,LATAM,MCA,DCS,NT,ZOR,45,36831.17,110496.02
2019 Q2,2019 4,Feb,2/27/2020,LATAM,Mexico,DCS,NT,SH,29,7339.09,25353.17
2019 Q2,2019 4,Feb,2/21/2020,LATAM,Mexico,DCS,NT,ZOR,4,183.9,3060.02
2019 Q2,2019 4,Feb,02-12-2020,LATAM,MCA,DCS,WB,ZOR,0,0,0
2019 Q2,2019 5,Mar,03-05-2020,LATAM,MCA,DCS,1U,SH,1,1200,4000
2019 Q2,2019 5,Mar,03-06-2020,LATAM,MCA,DCS,FA,SH,1,6863.19,19609.1
2019 Q2,2019 5,Mar,2/29/2020,LATAM,Brazil,DCS,NT,SH,70,44711.44,185276.22
2019 Q2,2019 5,Mar,03-02-2020,LATAM,Brazil,DCS,NT,ZOR,41,28867.64,138100.6
2019 Q2,2019 5,Mar,03-12-2020,LATAM,MCA,DCS,NT,SH,307,211993.52,738607.15
2019 Q2,2019 5,Mar,03-08-2020,LATAM,MCA,DCS,NT,ZOR,170,84825.51,272782.22
2019 Q2,2019 5,Mar,3/25/2020,LATAM,Mexico,DCS,NT,SH,45,32618.86,101185.92
2019 Q2,2019 5,Mar,03-12-2020,LATAM,Mexico,DCS,NT,ZOR,78,53408.78,89728.47
2019 Q1,2019 1,Nov,11-03-2019,LATAM,Brazil,OTH,I7,SH,9,4640,16250
2019 Q1,2019 1,Nov,11-07-2019,LATAM,MCA,OTH,I7,SH,2181,463947.58,1881624
2019 Q1,2019 1,Nov,11-05-2019,LATAM,MCA,OTH,I7,ZOR,16,7241.68,14498
2019 Q1,2019 1,Nov,11-06-2019,LATAM,Mexico,OTH,I7,ZOR,0,0,0
2019 Q1,2019 2,Dec,12/16/2019,LATAM,Brazil,OTH,I7,SH,351,69128,243850
