date,subtheatre,region,productgroup,productlinecode,ordertype,bookingquantity,bookingamt,total_list
2019-04-09,APJ,Japan,WIR,I5,ZRE,-3,"-1,090.51","-1,090.51"
2019-04-14,APJ,Korea,WIR,I5,SH,139,"23,941.05","46,415.07"
2019-04-11,APJ,SEA & Taiwan,WIR,I5,SH,4898,"10,70,310.04","25,48,379.11"
2019-04-14,APJ,SEA & Taiwan,WIR,I5,ZCRN,22,0,0
2019-04-11,APJ,SEA & Taiwan,WIR,I5,ZOR,232,"19,568.06","35,753.24"
2019-04-07,APJ,South Pacific,WIR,I5,SH,861,"3,51,118.70","6,46,532.95"
2019-04-11,APJ,South Pacific,WIR,I5,ZCRN,78,0,0
2019-04-07,APJ,South Pacific,WIR,I5,ZOR,10,"1,518.96","3,037.93"
2019-04-27,APJ,China,WIR,34,ZCRN,6,0,"1,359.94"
2019-04-11,APJ,China,WIR,34,ZOR,189,"34,134.47","12,00,124.12"
2019-04-26,APJ,India,WIR,34,SH,603,"3,62,534.96","15,83,191.98"
2019-04-22,APJ,India,WIR,34,ZCR,0,"-1,495.71","-10,938.27"
2019-04-12,APJ,India,WIR,34,ZCRN,686,0,0
2019-04-26,APJ,India,WIR,34,ZDR,0,"1,495.71","10,938.27"
2019-04-19,APJ,India,WIR,34,ZOR,78,"29,294.99","1,07,842.45"
2019-04-19,APJ,Japan,WIR,34,SH,807,"3,37,902.00","20,91,876.21"
2019-04-07,APJ,Japan,WIR,34,ZCR,0,"-1,270.23",0
2019-04-18,APJ,Japan,WIR,34,ZCRN,1123,"-4,676.71","-4,811.50"
2019-04-11,APJ,Japan,WIR,34,ZOR,123,"49,087.86","1,96,963.09"
2019-04-17,APJ,Japan,WIR,34,ZOTM,1,0,0
2019-04-06,APJ,Korea,WIR,34,SH,1223,"3,64,961.21","26,14,084.03"
2019-04-15,APJ,Korea,WIR,34,ZCRN,25,0,0
2019-04-23,APJ,Korea,WIR,34,ZOR,885,"2,40,190.73","12,69,836.47"
2019-04-21,APJ,SEA & Taiwan,WIR,34,SH,5962,"21,86,405.63","1,81,91,103.73"
2019-04-08,APJ,SEA & Taiwan,WIR,34,ZCRN,757,0,0
2019-04-25,APJ,SEA & Taiwan,WIR,34,ZOR,119,"65,538.02","1,44,683.77"
2019-04-09,APJ,South Pacific,WIR,34,SH,154,"85,320.45","2,96,821.66"
2019-04-03,APJ,South Pacific,WIR,34,ZCRN,2617,0,0
2019-04-11,APJ,South Pacific,WIR,34,ZOR,656,"4,77,261.35","17,75,115.34"
2019-04-16,APJ,China,WIR,35,SH,962,"2,66,696.57","16,90,618.00"
2019-04-15,APJ,China,WIR,35,ZCRN,6,0,520.15
2019-04-23,APJ,China,WIR,35,ZOR,853,"1,71,097.90","13,09,086.01"
2019-04-02,APJ,Hong Kong/Macau,WIR,35,SH,99,"49,948.69","1,94,813.26"
2019-04-19,APJ,Hong Kong/Macau,WIR,35,ZCRN,4,0,0
2019-04-12,APJ,Hong Kong/Macau,WIR,35,ZOR,39,"30,835.90","69,846.18"
2019-04-15,APJ,India,WIR,35,SH,3712,"14,59,008.74","63,99,553.86"
2019-04-02,APJ,India,WIR,35,ZCR,0,"-81,547.39","-5,69,357.69"
2019-04-27,APJ,India,WIR,35,ZCRN,6,0,0
2019-04-02,APJ,India,WIR,35,ZDR,0,"81,547.39","5,69,357.69"
2019-04-04,APJ,India,WIR,35,ZOR,685,"5,04,633.06","15,08,850.67"
2019-04-27,APJ,Japan,WIR,35,SH,1075,"4,90,444.00","46,79,796.74"
2019-04-07,APJ,Japan,WIR,35,ZCR,0,"-18,063.58",0
2019-04-03,APJ,Japan,WIR,35,ZCRN,170,0,0
2019-04-01,APJ,Japan,WIR,35,ZOR,177,"1,11,572.85","3,55,826.44"
2019-04-06,APJ,Japan,WIR,35,ZRE,-2,"-3,178.81","-3,178.81"
2019-04-27,APJ,Korea,WIR,35,SH,1116,"3,56,864.84","17,04,805.65"
2019-04-24,APJ,Korea,WIR,35,ZOR,49,"24,961.09","1,30,920.82"
2019-04-16,APJ,SEA & Taiwan,WIR,35,SH,5602,"24,20,190.34","98,10,283.61"
2019-04-03,APJ,SEA & Taiwan,WIR,35,ZCR,0,-158.06,-316.11
2019-04-28,APJ,SEA & Taiwan,WIR,35,ZCRN,105,0,0
2019-04-12,APJ,SEA & Taiwan,WIR,35,ZDR,0,158.06,316.11
2019-04-05,APJ,SEA & Taiwan,WIR,35,ZOR,501,"2,87,331.28","12,11,401.93"
2019-04-18,APJ,SEA & Taiwan,WIR,35,ZRE,-204,"-1,21,729.46","-5,29,269.83"
2019-04-15,APJ,South Pacific,WIR,35,SH,4012,"26,35,287.91","90,52,149.33"
2019-04-06,APJ,South Pacific,WIR,35,ZCR,0,"-9,717.02","-9,717.02"
2019-04-25,APJ,South Pacific,WIR,35,ZCRN,52,0,0
2019-04-10,APJ,South Pacific,WIR,35,ZOR,1231,"5,94,374.12","22,85,364.48"
2019-04-25,APJ,South Pacific,WIR,35,ZRE,0,0,0
2019-04-06,APJ,India,WIR,6H,SH,3,0,0
2019-04-14,APJ,India,WIR,6H,ZCRN,488,0,0
2019-04-19,APJ,Japan,WIR,6H,SH,15,"21,014.00","46,690.00"
2019-04-23,APJ,Japan,WIR,6H,ZCRN,134,0,0
2019-04-23,APJ,Japan,WIR,6H,ZCRP,5,0,0
2019-04-28,APJ,Korea,WIR,6H,ZCRN,6,0,0
2019-04-07,APJ,SEA & Taiwan,WIR,6H,SH,3,"3,454.00","8,306.68"
2019-04-25,APJ,SEA & Taiwan,WIR,6H,ZCRN,49,0,0
2019-04-03,APJ,South Pacific,WIR,6H,SH,5,"5,634.41","18,778.00"
2019-04-23,APJ,South Pacific,WIR,6H,ZCRN,60,0,0
2019-04-17,APJ,China,WIR,I5,SH,248,"26,483.94","86,327.00"
2019-04-07,APJ,China,WIR,I5,ZOR,48,"7,478.92","23,484.32"
2019-04-13,APJ,Hong Kong/Macau,WIR,I5,SH,64,"12,898.99","33,571.26"
2019-04-08,APJ,Hong Kong/Macau,WIR,I5,ZCRN,2,0,0
2019-04-07,APJ,Hong Kong/Macau,WIR,I5,ZOR,464,"16,760.35","46,629.26"
2019-04-02,APJ,India,WIR,I5,SH,726,"2,48,366.05","7,35,133.63"
2019-04-28,APJ,India,WIR,I5,ZCRN,1,0,0
2019-04-14,APJ,Japan,WIR,I5,SH,0,0,"6,57,725.00"
2019-04-05,APJ,Japan,WIR,I5,ZCR,0,"-4,187.77",0
2019-04-19,APJ,Japan,WIR,I5,ZCRN,94,0,0
2019-04-03,APJ,Japan,WIR,I5,ZOR,351,"54,277.13","84,564.24"
2019-04-04,APJ,Japan,WIR,I5,ZRE,0,0,0
2019-04-24,APJ,Korea,WIR,I5,SH,2145,"1,41,582.16","3,64,380.92"
2019-04-05,APJ,Korea,WIR,I5,ZCRN,1,0,0
2019-04-18,APJ,SEA & Taiwan,WIR,I5,SH,3588,"8,88,170.45","20,70,918.81"
2019-04-27,APJ,SEA & Taiwan,WIR,I5,ZCRN,6,0,0.06
2019-04-16,APJ,SEA & Taiwan,WIR,I5,ZOR,6,890.92,"1,505.70"
2019-04-26,APJ,South Pacific,WIR,I5,SH,616,"1,88,078.24","4,73,017.86"
2019-04-19,APJ,South Pacific,WIR,I5,ZCRN,3,0,0
2019-04-18,APJ,China,WIR,34,ZCMN,5,0,0
2019-04-06,APJ,China,WIR,34,ZOR,205,"43,713.88","15,12,489.26"
2019-04-13,APJ,Hong Kong/Macau,WIR,34,SH,3,"6,275.84","10,122.32"
2019-04-14,APJ,Hong Kong/Macau,WIR,34,ZOR,34,"5,500.40","50,383.59"
2019-04-08,APJ,India,WIR,34,SH,899,"4,47,935.99","18,85,837.33"
2019-04-06,APJ,India,WIR,34,ZCRN,12,0,0
2019-04-05,APJ,India,WIR,34,ZOR,128,"69,111.41","2,18,370.62"
2019-04-15,APJ,Japan,WIR,34,SH,1271,"4,64,596.00","27,91,188.82"
2019-04-28,APJ,Japan,WIR,34,ZCR,0,"-4,084.81",0
2019-04-01,APJ,Japan,WIR,34,ZCRN,339,"-2,187.06","-2,733.83"
2019-04-10,APJ,Japan,WIR,34,ZOR,81,"35,993.59","97,514.89"
2019-04-27,APJ,Japan,WIR,34,ZOTM,2,0,0
2019-04-13,APJ,Korea,WIR,34,SH,1516,"9,13,507.06","67,94,176.35"
2019-04-12,APJ,Korea,WIR,34,ZCRN,245,0,0
2019-04-18,APJ,Korea,WIR,34,ZOR,138,"88,103.35","5,30,694.45"
2019-04-21,APJ,Korea,WIR,34,ZRE,-250,"-83,456.60","-12,03,112.59"
2019-04-22,APJ,SEA & Taiwan,WIR,34,SH,7798,"27,19,979.07","2,21,63,581.92"
2019-04-01,APJ,SEA & Taiwan,WIR,34,ZCMN,36,0,0
2019-04-17,APJ,SEA & Taiwan,WIR,34,ZCR,0,"-1,01,920.00","-2,54,800.00"
2019-04-18,APJ,SEA & Taiwan,WIR,34,ZCRN,467,"-25,616.09","-33,589.48"
2019-04-10,APJ,SEA & Taiwan,WIR,34,ZDR,0,"1,01,920.00","2,54,800.00"
2019-04-10,APJ,SEA & Taiwan,WIR,34,ZOR,2,281.32,879.14
2019-04-22,APJ,South Pacific,WIR,34,SH,427,"2,68,796.76","11,55,304.76"
2019-04-18,APJ,South Pacific,WIR,34,ZCMN,4,0,0
2019-04-02,APJ,South Pacific,WIR,34,ZCRN,106,-133.72,-194.93
2019-04-20,APJ,South Pacific,WIR,34,ZOR,1456,"3,11,591.27","10,16,089.97"
2019-04-16,APJ,China,WIR,35,SH,2822,"11,60,586.99","65,13,873.00"
2019-04-07,APJ,China,WIR,35,ZOR,317,"67,906.14","5,52,658.19"
2019-04-04,APJ,Hong Kong/Macau,WIR,35,SH,118,"52,716.56","2,15,975.09"
2019-04-23,APJ,Hong Kong/Macau,WIR,35,ZCR,0,"-1,292.45",0
2019-04-15,APJ,Hong Kong/Macau,WIR,35,ZCRN,13,0,0
2019-04-05,APJ,Hong Kong/Macau,WIR,35,ZOR,36,"22,726.85","50,962.34"
2019-04-19,APJ,India,WIR,35,SH,10147,"43,68,011.91","2,41,64,199.64"
2019-04-01,APJ,India,WIR,35,ZCR,0,"-4,483.99","-19,507.26"
2019-04-14,APJ,India,WIR,35,ZDR,0,"4,213.74","18,421.28"
2019-04-09,APJ,India,WIR,35,ZOR,3,"2,936.65","14,308.16"
2019-04-02,APJ,Japan,WIR,35,SH,1127,"5,75,171.00","42,01,341.75"
2019-04-15,APJ,Japan,WIR,35,ZCR,0,"-12,446.30",0
2019-04-13,APJ,Japan,WIR,35,ZCRN,170,-266.02,-189.44
2019-04-22,APJ,Japan,WIR,35,ZOR,126,"1,43,888.14","2,71,847.27"
2019-04-07,APJ,Japan,WIR,35,ZRE,-4,"-4,599.09","-4,599.09"
2019-04-27,APJ,Korea,WIR,35,SH,2102,"17,25,924.44","59,73,954.49"
2019-04-02,APJ,Korea,WIR,35,ZCMN,2,0,0
2019-04-25,APJ,Korea,WIR,35,ZCRN,67,0,0
2019-04-27,APJ,Korea,WIR,35,ZOR,404,"1,02,676.96","3,04,499.73"
2019-04-11,APJ,SEA & Taiwan,WIR,35,SH,7941,"30,45,939.38","1,46,26,408.02"
2019-04-20,APJ,SEA & Taiwan,WIR,35,ZCMN,2,0,0
2019-04-09,APJ,SEA & Taiwan,WIR,35,ZCR,0,"-12,097.27","-30,243.17"
2019-04-24,APJ,SEA & Taiwan,WIR,35,ZCRN,40,-292.24,-388.05
2019-04-14,APJ,SEA & Taiwan,WIR,35,ZOR,480,"3,21,245.64","9,66,715.34"
2019-04-14,APJ,South Pacific,WIR,35,SH,2663,"18,81,570.02","60,40,480.16"
2019-04-12,APJ,South Pacific,WIR,35,ZCMN,2,0,0
2019-04-09,APJ,South Pacific,WIR,35,ZCRN,29,0,0
2019-04-19,APJ,South Pacific,WIR,35,ZOR,378,"2,42,331.14","7,96,378.23"
2019-04-03,APJ,South Pacific,WIR,35,ZRE,1,228.31,617.06
2019-04-15,APJ,Hong Kong/Macau,WIR,6H,ZCRN,8,0,0
2019-04-06,APJ,India,WIR,6H,SH,1,0,0
2019-04-01,APJ,India,WIR,6H,ZCRN,47,0,0
2019-04-17,APJ,Japan,WIR,6H,ZCRN,100,0,0
2019-04-09,APJ,Korea,WIR,6H,ZCRN,27,0,0
2019-04-24,APJ,SEA & Taiwan,WIR,6H,SH,7,0,0
2019-04-03,APJ,SEA & Taiwan,WIR,6H,ZCMN,4,0,0
2019-04-24,APJ,SEA & Taiwan,WIR,6H,ZCRN,77,"-1,194.65","-1,586.21"
2019-04-26,APJ,South Pacific,WIR,6H,SH,3,"2,517.30","4,060.17"
2019-04-05,APJ,South Pacific,WIR,6H,ZCMN,4,0,0
2019-04-23,APJ,South Pacific,WIR,6H,ZCRN,51,0,0
2019-04-15,APJ,China,WIR,I5,ZOR,121,"10,909.80","30,992.60"
2019-04-17,APJ,Hong Kong/Macau,WIR,I5,SH,85,"24,208.89","60,529.06"
2019-04-16,APJ,Hong Kong/Macau,WIR,I5,ZCRN,26,0,0
2019-04-03,APJ,Hong Kong/Macau,WIR,I5,ZOR,455,"27,950.88","72,056.59"
2019-04-19,APJ,India,WIR,I5,SH,852,"2,60,924.47","7,98,719.83"
2019-04-11,APJ,India,WIR,I5,ZCRN,2,0,0
2019-04-20,APJ,Japan,WIR,I5,SH,0,0,"7,35,010.23"
2019-04-01,APJ,Japan,WIR,I5,ZCR,0,-915.99,0
2019-04-21,APJ,Japan,WIR,I5,ZCRN,114,0,0
2019-04-18,APJ,Japan,WIR,I5,ZOR,37,"8,177.01","13,264.66"
2019-04-09,APJ,Korea,WIR,I5,SH,7794,"6,59,435.94","14,08,304.33"
2019-04-27,APJ,Korea,WIR,I5,ZCRN,5,0,0
2019-04-08,APJ,SEA & Taiwan,WIR,I5,SH,5949,"12,62,931.51","30,74,429.88"
2019-04-05,APJ,SEA & Taiwan,WIR,I5,ZCRN,13,-53.29,-70.83
2019-04-01,APJ,SEA & Taiwan,WIR,I5,ZOR,16,"3,410.68","5,920.48"
2019-04-15,APJ,South Pacific,WIR,I5,SH,861,"1,97,996.30","4,91,554.53"
2019-04-22,APJ,South Pacific,WIR,I5,ZCRN,5,0,0
2019-04-18,APJ,China,WIR,34,ZCRN,9,0,"2,106.70"
2019-04-03,APJ,China,WIR,34,ZOR,341,"25,722.32","17,63,666.33"
2019-04-02,APJ,Hong Kong/Macau,WIR,34,SH,1,"3,569.98","5,758.04"
2019-04-06,APJ,India,WIR,34,SH,702,"3,59,751.46","15,27,889.82"
2019-04-13,APJ,India,WIR,34,ZCR,0,"-8,652.53","-63,276.76"
2019-04-04,APJ,India,WIR,34,ZCRN,42,0,0
2019-04-06,APJ,India,WIR,34,ZDR,0,"8,652.53","63,276.76"
2019-04-12,APJ,India,WIR,34,ZOR,6,277.98,"9,708.00"
2019-04-14,APJ,Japan,WIR,34,SH,410,"2,67,427.00","15,80,369.04"
2019-04-03,APJ,Japan,WIR,34,ZCR,0,"-4,753.56",-918.44
2019-04-25,APJ,Japan,WIR,34,ZCRN,378,"-1,346.80","-7,935.34"
2019-04-16,APJ,Japan,WIR,34,ZDR,0,551.07,918.44
2019-04-26,APJ,Japan,WIR,34,ZOR,60,"14,072.01","43,586.50"
2019-04-20,APJ,Japan,WIR,34,ZOTM,1,0,0
2019-04-07,APJ,Korea,WIR,34,SH,512,"2,21,780.51","14,49,519.48"
2019-04-08,APJ,Korea,WIR,34,ZCRN,88,0,0
2019-04-03,APJ,Korea,WIR,34,ZOR,308,"8,82,604.99","20,32,679.98"
2019-04-23,APJ,SEA & Taiwan,WIR,34,SH,2312,"8,93,863.58","78,01,045.59"
2019-04-25,APJ,SEA & Taiwan,WIR,34,ZCGD,19,0,0
2019-04-20,APJ,SEA & Taiwan,WIR,34,ZCMN,8,0,0
2019-04-05,APJ,SEA & Taiwan,WIR,34,ZCR,0,"-8,264.04","-34,031.94"
2019-04-08,APJ,SEA & Taiwan,WIR,34,ZCRN,427,0,0
2019-04-28,APJ,SEA & Taiwan,WIR,34,ZDR,0,"6,753.21","29,344.78"
2019-04-03,APJ,SEA & Taiwan,WIR,34,ZOR,174,"97,108.64","2,74,859.64"
2019-04-20,APJ,South Pacific,WIR,34,SH,287,"1,79,646.42","7,16,142.09"
2019-04-15,APJ,South Pacific,WIR,34,ZCR,0,"-2,755.90","-7,874.00"
2019-04-07,APJ,South Pacific,WIR,34,ZCRN,121,0,0
2019-04-24,APJ,South Pacific,WIR,34,ZDR,0,"2,755.90","7,874.00"
2019-04-26,APJ,South Pacific,WIR,34,ZOR,1405,"1,93,940.13","11,85,128.25"
2019-04-21,APJ,South Pacific,WIR,34,ZRE,-16,"-9,596.01","-27,417.17"
2019-04-09,APJ,China,WIR,35,SH,325,"80,126.66","5,32,166.00"
2019-04-08,APJ,China,WIR,35,ZOR,70,"18,729.34","1,71,638.90"
2019-04-12,APJ,Hong Kong/Macau,WIR,35,SH,100,"31,639.11","1,29,922.49"
2019-04-07,APJ,Hong Kong/Macau,WIR,35,ZOR,2,948.45,"2,709.86"
2019-04-07,APJ,India,WIR,35,SH,4160,"22,50,046.24","1,07,08,278.24"
2019-04-03,APJ,India,WIR,35,ZCRN,7,0,0
2019-04-01,APJ,India,WIR,35,ZDR,0,-54.05,-217.2
2019-04-28,APJ,India,WIR,35,ZOR,69,"61,235.39","2,24,639.46"
2019-04-15,APJ,Japan,WIR,35,SH,1495,"8,80,631.00","51,64,334.68"
2019-04-07,APJ,Japan,WIR,35,ZCR,0,"-29,486.58","-10,171.27"
2019-04-03,APJ,Japan,WIR,35,ZCRN,157,0,0
2019-04-20,APJ,Japan,WIR,35,ZDR,0,"2,636.66","10,171.27"
2019-04-16,APJ,Japan,WIR,35,ZOR,113,"54,945.53","1,55,739.96"
2019-04-25,APJ,Japan,WIR,35,ZRE,-6,"-10,448.20","-10,448.20"
2019-04-03,APJ,Korea,WIR,35,SH,325,"1,48,872.18","7,32,421.93"
2019-04-20,APJ,Korea,WIR,35,ZCMN,1,0,0
2019-04-19,APJ,Korea,WIR,35,ZOR,687,"6,75,716.94","16,28,645.41"
2019-04-21,APJ,SEA & Taiwan,WIR,35,SH,2672,"15,26,803.28","54,77,475.54"
2019-04-11,APJ,SEA & Taiwan,WIR,35,ZCR,0,"-11,703.57","-30,322.38"
2019-04-18,APJ,SEA & Taiwan,WIR,35,ZCRN,87,0,0
2019-04-24,APJ,SEA & Taiwan,WIR,35,ZDR,0,"11,691.51","30,322.38"
2019-04-04,APJ,SEA & Taiwan,WIR,35,ZOR,783,"2,14,650.72","10,61,622.98"
2019-04-19,APJ,South Pacific,WIR,35,SH,3175,"18,60,494.73","66,58,567.08"
2019-04-07,APJ,South Pacific,WIR,35,ZCR,0,"-23,240.71","-66,402.00"
2019-04-12,APJ,South Pacific,WIR,35,ZCRN,170,0,0
2019-04-09,APJ,South Pacific,WIR,35,ZDR,0,"23,240.71","66,402.00"
2019-04-10,APJ,South Pacific,WIR,35,ZOR,126,"74,486.71","2,43,088.76"
2019-04-22,APJ,South Pacific,WIR,35,ZRE,-19,"-19,865.11","-55,877.31"
2019-04-16,APJ,India,WIR,6H,SH,16,0,0
2019-04-01,APJ,India,WIR,6H,ZCRN,51,0,0
2019-04-07,APJ,Japan,WIR,6H,SH,1,0,0
2019-04-24,APJ,Japan,WIR,6H,ZCMN,5,0,0
2019-04-25,APJ,Japan,WIR,6H,ZCRN,122,0,0
2019-04-21,APJ,Korea,WIR,6H,ZCRN,1,0,0
2019-04-16,APJ,SEA & Taiwan,WIR,6H,SH,4,419.89,419.89
2019-04-25,APJ,SEA & Taiwan,WIR,6H,ZCRN,61,0,0
2019-04-04,APJ,South Pacific,WIR,6H,SH,7,"3,761.76","13,640.00"
2019-04-04,APJ,South Pacific,WIR,6H,ZCRN,65,0,0
2019-04-23,APJ,China,WIR,I5,ZOR,12,"1,198.07","3,631.35"
2019-04-27,APJ,Hong Kong/Macau,WIR,I5,SH,58,"13,883.65","35,633.16"
2019-04-03,APJ,Hong Kong/Macau,WIR,I5,ZCRN,2,0,0
2019-04-24,APJ,Hong Kong/Macau,WIR,I5,ZOR,11,"2,223.64","4,819.21"
2019-04-15,APJ,India,WIR,I5,SH,794,"2,35,602.51","7,25,032.52"
2019-04-11,APJ,Japan,WIR,I5,SH,0,0,"7,17,978.89"
2019-04-19,APJ,Japan,WIR,I5,ZCR,0,"-13,115.86",0
2019-04-11,APJ,Japan,WIR,I5,ZCRN,118,-45.42,-45.42
2019-04-21,APJ,Japan,WIR,I5,ZOR,26,"14,881.04","23,419.71"
2019-04-13,APJ,Korea,WIR,I5,SH,246,"31,687.75","73,404.88"
2019-04-01,APJ,Korea,WIR,I5,ZOR,2,121.45,422.48
2019-04-16,APJ,SEA & Taiwan,WIR,I5,SH,3105,"7,19,378.67","17,04,361.74"
2019-04-16,APJ,SEA & Taiwan,WIR,I5,ZCR,-500,"-26,263.57","-26,263.57"
2019-04-16,APJ,SEA & Taiwan,WIR,I5,ZCRN,31,0,0
2019-04-12,APJ,SEA & Taiwan,WIR,I5,ZDR,300,"13,500.00","22,659.00"
2019-04-13,APJ,SEA & Taiwan,WIR,I5,ZOR,85,"16,380.00","33,060.00"
2019-04-15,APJ,South Pacific,WIR,I5,SH,859,"2,34,577.00","5,86,558.86"
2019-04-15,APJ,China,WIR,34,ZCRN,38,0,"2,821.52"
2019-04-25,APJ,China,WIR,34,ZOR,263,"18,627.31","13,43,016.55"
2019-04-22,APJ,Hong Kong/Macau,WIR,34,SH,8,"3,015.72","4,864.00"
2019-04-02,APJ,India,WIR,34,SH,886,"3,79,011.60","17,91,822.65"
2019-04-09,APJ,India,WIR,34,ZCR,0,"-18,556.80","-90,115.42"
2019-04-06,APJ,India,WIR,34,ZCRN,892,0,0
2019-04-27,APJ,India,WIR,34,ZDR,0,"18,556.80","90,115.42"
2019-04-13,APJ,India,WIR,34,ZOR,136,"52,774.01","1,94,486.91"
2019-04-07,APJ,Japan,WIR,34,SH,900,"2,58,764.00","22,68,001.73"
2019-04-17,APJ,Japan,WIR,34,ZCR,0,"-1,36,281.60",0
2019-04-12,APJ,Japan,WIR,34,ZCRN,7064,-876.75,"-4,164.81"
2019-04-01,APJ,Japan,WIR,34,ZOR,141,"1,02,648.63","3,06,711.91"
2019-04-20,APJ,Japan,WIR,34,ZOTM,2,0,0
2019-04-11,APJ,Korea,WIR,34,SH,949,"3,88,924.79","28,33,753.50"
2019-04-09,APJ,Korea,WIR,34,ZCRN,1025,0,0
2019-04-23,APJ,Korea,WIR,34,ZOR,386,"1,95,257.28","15,46,729.08"
2019-04-13,APJ,SEA & Taiwan,WIR,34,SH,6741,"24,23,263.43","2,26,57,626.29"
2019-04-21,APJ,SEA & Taiwan,WIR,34,ZCGD,76,"-3,903.50","-10,032.17"
2019-04-10,APJ,SEA & Taiwan,WIR,34,ZCR,0,"-3,989.85","-6,435.24"
2019-04-06,APJ,SEA & Taiwan,WIR,34,ZCRN,368,0,0
2019-04-01,APJ,SEA & Taiwan,WIR,34,ZDR,0,"5,500.79","11,122.74"
2019-04-01,APJ,SEA & Taiwan,WIR,34,ZOR,482,"1,04,021.73","7,14,925.96"
2019-04-11,APJ,South Pacific,WIR,34,SH,200,"1,14,004.81","5,43,614.64"
2019-04-26,APJ,South Pacific,WIR,34,ZCR,0,"-5,231.61","-18,506.23"
2019-04-12,APJ,South Pacific,WIR,34,ZCRN,387,"-1,119.82","-1,866.36"
2019-04-24,APJ,South Pacific,WIR,34,ZDR,0,"60,620.10","4,40,505.39"
2019-04-19,APJ,South Pacific,WIR,34,ZOR,444,"1,32,596.35","5,38,011.16"
2019-04-01,APJ,South Pacific,WIR,34,ZRE,-1000,"-38,954.22","-1,29,847.40"
2019-04-17,APJ,China,WIR,35,SH,509,"1,95,545.45","11,12,703.00"
2019-04-08,APJ,China,WIR,35,ZOR,1658,"2,47,008.46","24,46,415.02"
2019-04-28,APJ,Hong Kong/Macau,WIR,35,SH,94,"48,511.47","1,98,758.56"
2019-04-18,APJ,Hong Kong/Macau,WIR,35,ZCR,0,"-1,44,414.51","-7,83,343.69"
2019-04-03,APJ,Hong Kong/Macau,WIR,35,ZCRN,7,0,0
2019-04-20,APJ,Hong Kong/Macau,WIR,35,ZDR,0,"1,41,509.22","7,83,343.69"
2019-04-14,APJ,Hong Kong/Macau,WIR,35,ZOR,80,"61,138.93","2,25,164.96"
2019-04-27,APJ,India,WIR,35,SH,19169,"1,65,69,495.38","4,78,76,019.17"
2019-04-27,APJ,India,WIR,35,ZCR,0,"-11,548.28","-67,107.63"
2019-04-01,APJ,India,WIR,35,ZCRN,7,-36.99,-86.49
2019-04-07,APJ,India,WIR,35,ZDR,0,"13,001.77","74,375.07"
2019-04-19,APJ,India,WIR,35,ZOR,44,"15,505.22","75,900.82"
2019-04-11,APJ,India,WIR,35,ZRE,-36,"-11,548.28","-67,107.63"
2019-04-28,APJ,Japan,WIR,35,SH,923,"4,36,350.99","43,69,920.69"
2019-04-26,APJ,Japan,WIR,35,ZCR,0,"-5,69,402.20","-3,140.30"
2019-04-08,APJ,Japan,WIR,35,ZCRN,503,"-4,596.35",111.11
2019-04-09,APJ,Japan,WIR,35,ZDR,0,"1,412.47","3,140.30"
2019-04-03,APJ,Japan,WIR,35,ZOR,114,"72,823.55","1,15,388.90"
2019-04-22,APJ,Japan,WIR,35,ZRE,-20,"-39,153.96","-48,342.65"
2019-04-20,APJ,Korea,WIR,35,SH,998,"2,43,312.37","15,25,253.93"
2019-04-18,APJ,Korea,WIR,35,ZOR,79,"52,970.18","1,66,653.85"
2019-04-28,APJ,SEA & Taiwan,WIR,35,SH,7890,"31,84,350.11","1,28,90,725.66"
2019-04-07,APJ,SEA & Taiwan,WIR,35,ZCR,0,"-6,379.43","-15,948.57"
2019-04-26,APJ,SEA & Taiwan,WIR,35,ZCRN,36,0,0
2019-04-10,APJ,SEA & Taiwan,WIR,35,ZDR,0,"6,379.43","15,948.57"
2019-04-13,APJ,SEA & Taiwan,WIR,35,ZOR,1775,"4,50,152.66","28,65,808.31"
2019-04-25,APJ,South Pacific,WIR,35,SH,3816,"20,71,749.43","74,00,451.16"
2019-04-08,APJ,South Pacific,WIR,35,ZCR,0,"-1,419.99","-1,419.99"
2019-04-09,APJ,South Pacific,WIR,35,ZCRN,661,0,0
2019-04-08,APJ,South Pacific,WIR,35,ZDR,0,"1,419.99","1,419.99"
2019-04-22,APJ,South Pacific,WIR,35,ZOR,1437,"6,06,912.05","25,73,509.28"
2019-04-27,APJ,South Pacific,WIR,35,ZRE,-5,"-6,443.72","-21,479.07"
2019-04-27,APJ,Hong Kong/Macau,WIR,6H,ZCRN,15,0,0
2019-04-14,APJ,India,WIR,6H,SH,28,0,0
2019-04-09,APJ,India,WIR,6H,ZCRN,43,"-12,706.04","-29,709.23"
2019-04-11,APJ,Japan,WIR,6H,ZCR,0,-821.77,0
2019-04-04,APJ,Japan,WIR,6H,ZCRN,409,0,0
2019-04-01,APJ,Japan,WIR,6H,ZDR,0,"3,760.53",0
2019-04-23,APJ,Korea,WIR,6H,ZCRN,5,0,0
2019-04-22,APJ,SEA & Taiwan,WIR,6H,ZCRN,117,0,0
2019-04-10,APJ,South Pacific,WIR,6H,ZCRN,244,0,0
2019-04-14,APJ,China,WIR,I5,SH,45,"6,975.00","22,500.00"
2019-04-08,APJ,China,WIR,I5,ZOR,30,696.23,"2,111.76"
2019-04-05,APJ,Hong Kong/Macau,WIR,I5,SH,73,"12,662.65","32,872.21"
2019-04-27,APJ,Hong Kong/Macau,WIR,I5,ZCRN,8,0,0
2019-04-02,APJ,Hong Kong/Macau,WIR,I5,ZOR,65,"21,454.09","53,144.58"
